genes,ExonLength,chr,chr_start,chr_end,WT_rep_1,WT_rep_2,WT_rep_3,WT_rep_4,KO_rep_1,KO_rep_2,KO_rep_3,KO_rep_4,DKO_rep_1,DKO_rep_2,DKO_rep_3
Rab6a,3728,7,100607409,100641268,3618,3360,3528,3307,3960,3473,4339,2726,3284,3936,3646
Rab6b,5031,9,103111786,103185276,1594,1308,1381,1264,2264,2155,2250,1402,1545,1666,1717
Rab7,2610,6,87999105,88045270,3707,3318,3426,3366,3451,3218,3643,2076,2780,3879,3844
Rab8a,4678,8,72161199,72183904,4007,3630,4037,3860,4290,3958,4159,3545,3661,4900,4805
Rab8b,4743,9,66843671,66919705,884,933,947,759,2041,1276,2318,926,1249,2404,2089
Rab9,1749,X,166457252,166479867,1223,1201,1241,1178,1237,1317,1267,1273,1077,1345,1527
Rabac1,875,7,24969749,24972728,4355,4698,4375,4002,6313,5876,6466,6084,3865,5576,5708
Rabep1,6868,11,70844777,70943105,2228,2256,2310,2369,2162,1704,2147,1315,1943,2832,2320
Rabep2,5322,7,126428758,126449245,713,748,781,649,1148,894,1187,1003,650,1135,992
Rabepk,3814,2,34777555,34799912,680,582,639,638,737,599,704,529,553,671,733
Rabgap1,7607,2,37443278,37566454,715,729,694,678,751,686,971,301,560,898,765
Rabgap1l,9489,1,160219173,160792938,2810,2473,2682,2516,2021,2060,2366,1512,2128,2902,2668
Rabgef1,4168,5,130171797,130214342,1037,1243,1031,982,1116,1010,1263,831,865,1341,1202
Rabggta,2630,14,55715872,55722257,1507,1459,1641,1577,1443,1601,1685,1599,1375,1869,1584
Rabggtb,1509,3,153907288,153912966,2037,1928,1968,1884,1956,1898,1868,1723,1874,2407,1984
Rabif,2861,1,134494647,134508774,1172,1069,1210,1159,1507,1275,1628,1064,1100,1478,1472
Rabl2,2960,15,89582532,89591923,481,443,504,505,635,419,547,416,398,591,513
Rabl3,6369,16,37539884,37572385,324,292,355,354,372,348,418,259,279,411,399
Rabl6,6379,2,25583017,25608521,3592,3331,3463,3305,3376,2773,3345,2552,3144,3885,3469
Rac1,2652,5,143505477,143528036,6826,6510,7084,6668,10582,8762,10435,7517,7008,9166,8722
Rac2,3036,15,78559168,78572783,168,220,295,193,1957,549,1542,711,829,2482,2060
Rac3,1293,11,120721469,120723969,122,123,124,134,236,219,470,241,114,167,103
Racgap1,7079,15,99620495,99651656,67,83,83,79,485,172,476,236,165,298,282
Rad1,7400,15,10486017,10499063,390,362,385,413,367,337,385,299,392,495,446
Rad17,2846,13,100617164,100651059,737,811,728,721,785,735,833,560,707,1009,818
Rad18,5796,6,112619849,112696686,55,87,54,43,176,152,260,93,75,136,122
Rad21,3604,15,51962604,51991760,6568,7361,6641,6056,8558,7234,9013,5262,6336,7992,7297
Rad23a,2577,8,84834018,84840665,1981,1815,1925,1744,1767,1354,1662,957,1595,2065,1947
Rad23b,5733,4,55350042,55392237,4311,4056,4296,4239,4870,4399,5635,3431,3589,4645,4360
Rad50,5375,11,53649518,53707319,649,649,758,695,1017,770,1198,658,643,1023,975
Rad51,6649,2,119112792,119147445,21,22,54,30,166,77,155,57,58,79,107
Rad51ap1,3969,6,126923049,126939587,8,6,17,11,70,35,79,56,31,44,51
Rad51ap2,3175,12,11456078,11462928,14,23,8,12,0,9,4,2,13,9,28
Rad51c,4384,11,87376644,87404954,101,90,95,77,105,72,84,54,81,120,102
Rad51d,3714,11,82876433,82890614,886,758,810,790,673,655,781,524,710,1086,1026
Rad52,3371,6,119902697,119922828,201,220,203,235,351,262,344,349,215,337,262
Rad54b,5782,4,11558921,11615805,4,5,6,7,36,11,35,19,16,23,18
Rad54l,7706,4,116094263,116123690,6,23,16,12,99,42,91,34,35,63,51
Rad54l2,9607,9,106688081,106789194,1559,1486,1509,1640,1865,1760,2244,989,1361,2076,1783
Rad9a,2046,19,4195197,4201603,281,325,314,325,499,337,534,424,313,530,504
Rad9b,2920,5,122323222,122354233,75,83,102,69,48,94,84,65,62,102,94
Radil,4803,5,142484838,142551098,10,20,11,12,12,10,23,8,16,14,10
Rae1,2554,2,173000116,173015739,1387,1230,1430,1540,1579,1346,1673,1239,1235,1573,1546
Raf1,6363,6,115618066,115676635,4098,4020,4141,4256,4784,4265,5068,3353,3967,5073,4524
Rai1,9591,11,60105012,60199197,1242,1132,1111,1368,1515,1307,2233,1149,905,1409,1097
Rai14,5008,15,10568978,10714631,1790,1742,1861,1557,2759,2467,2778,1368,1772,2521,2247
Rai2,2403,X,161717068,161779496,293,219,340,278,358,357,337,316,262,380,353
Rala,2684,13,17880574,17944239,2237,2302,2216,2199,2913,2220,2806,1829,2311,2759,2520
Ralb,4930,1,119470304,119504794,2766,2538,2927,2556,4720,3708,3991,3190,2672,3542,3154
Ralbp1,4335,17,65848432,65885755,3804,3763,3638,3542,5009,3457,4754,2910,3558,4893,4138
Ralgapa1,7874,12,55602928,55821167,2775,2475,2667,2661,2459,2051,2631,1365,2231,3219,2381
Ralgapa2,18352,2,146239878,146512026,3207,2778,3660,3468,2362,3040,2697,2184,2454,3438,2817
Ralgapb,12992,2,158409847,158499253,4341,3926,4141,3974,4090,3250,4311,2280,3376,4653,3954
Ralgds,6159,2,28513124,28553081,941,1078,1119,1050,1716,1223,1757,1056,1117,1886,1661
Ralgps1,7653,2,33133420,33371486,566,523,596,537,575,501,725,401,465,729,662
Ralgps2,10275,1,156804165,156939626,1266,1148,1347,1179,792,643,679,610,1136,1493,1467
Raly,3292,2,154791095,154867261,1719,1537,1705,1626,1843,1499,1712,1314,1485,1973,1894
Ralyl_2,2019,3,13946371,14182287,47,42,50,33,34,14,17,23,73,100,77
Ramp1,3022,1,91179821,91225196,45,31,32,40,191,111,236,91,71,95,130
Ramp2,3301,11,101246027,101259546,582,577,659,593,1366,1031,1234,1131,746,881,964
Ramp3,1380,11,6658520,6677475,527,511,485,457,934,830,1035,562,547,793,629
Ran,2646,5,129020068,129024323,1724,1618,1709,1489,2300,1736,2372,1267,1453,1854,1739
Ranbp1,1666,16,18239783,18248732,1099,1103,1295,1152,2317,1734,2303,1671,1284,1432,1464
Ranbp10,5308,8,105768307,105827350,1441,1353,1605,1472,1477,1315,1677,1242,1218,1897,1669
Ranbp17,8833,11,33211794,33513746,35,48,44,36,69,71,136,59,36,56,34
Ranbp2,9477,10,58446851,58494155,6095,5641,5779,6434,5595,5345,6646,3404,5224,7089,5721
Ranbp3,2511,17,56673224,56711769,1554,1573,1649,1505,2311,1679,2417,1918,1426,2274,1938
Ranbp3l,3034,15,8968425,9066551,1708,2611,1453,1507,1726,1199,895,816,1911,2037,2210
Ranbp6,4867,19,29808107,29812974,958,917,988,920,846,756,955,614,840,1047,931
Ranbp9,3064,13,43402672,43480973,1429,1416,1454,1491,1646,1480,1796,1146,1308,1782,1678
Rangap1,3211,15,81704247,81729919,2186,2057,1801,2118,3370,1974,2759,1941,1742,2180,2010
Rangrf,1269,11,68972483,68975185,11,8,12,5,13,8,3,13,12,11,11
Rap1a,2401,3,105727266,105801330,1364,1275,1331,1200,1690,1330,1512,1114,1438,1846,1646
Rap1b,2024,10,117814470,117845935,3964,3866,4036,3566,7012,5723,7639,4516,4363,6226,5324
Rap1gap,6429,4,137664725,137729861,3432,3355,3960,3943,2958,3285,3680,3053,2766,5056,4833
Rap1gap2,6632,11,74383355,74590186,3670,3097,3235,3276,2528,2257,2853,1327,2193,4237,4018
Rap1gds1,3663,3,138925905,139075199,2825,2434,2657,2528,3318,2498,3159,1855,2319,3251,2982
Rap2a,4174,14,120478460,120507194,1076,1006,1101,919,1550,1197,1979,1063,972,1526,1331
Rap2b,4197,3,61364506,61368703,83,95,111,82,581,266,493,341,207,395,337
Rap2c,3545,X,51003911,51018018,1064,1065,1208,1038,1598,1226,1717,1162,1202,1584,1395
Rapgef1,7385,2,29619719,29740978,4062,3866,4045,3757,5018,4499,5509,2927,3462,5150,4306
Rapgef2,13785,3,79062515,79181340,1073,951,908,1078,1218,1079,1404,710,916,1329,1136
Rapgef3,6336,15,97744769,97767972,3495,3552,3678,3582,3891,4412,4261,3854,3296,4660,3550
Rapgef3os2,920,15,97766548,97768713,13,15,12,14,9,18,15,26,15,33,20
Rapgef4,6677,2,71981239,72257474,257,245,335,310,347,274,404,260,248,326,328
Rapgef5,3987,12,117516478,117756978,441,705,539,378,755,554,873,270,449,809,691
Rapgef6,12911,11,54522846,54699285,1532,1501,1402,1452,1846,1489,2234,853,1257,1969,1748
Rapgefl1,5677,11,98836784,98853697,69,122,73,58,59,40,82,90,71,101,74
Raph1,10715,1,60482291,60567104,620,867,639,652,1315,926,1461,607,666,914,652
Rapsn,1802,2,91035619,91045729,172,125,169,149,92,89,122,62,99,172,193
Rara,4365,11,98927817,98974942,626,734,676,540,1185,1110,1397,1044,639,946,889
Rarb,3034,14,16430841,16575472,385,555,544,519,718,446,657,208,411,670,461
Rarg,4109,15,102234937,102257517,703,820,729,703,1378,967,1757,849,830,1250,1146
Rarres1,1411,3,67478885,67515523,60,54,64,56,85,66,48,27,61,90,49
Rarres2,708,6,48569697,48572670,961,807,956,524,1028,940,1242,307,910,1108,852
Rars,3228,11,35808380,35834506,1851,1701,1760,1953,2610,1932,2344,1733,1869,2375,2244
Rars2,2771,4,34614956,34660167,1472,1190,1473,1461,1073,1106,1113,870,1290,1513,1328
Rasa1,7296,13,85214779,85289029,986,933,1028,946,1100,939,1468,544,896,1289,1133
Rasa2,9542,9,96539299,96631617,1383,1213,1406,1331,1256,1336,1649,924,1154,1730,1416
Rasa3,5093,8,13566949,13677603,358,370,461,353,1501,812,1486,655,668,1289,1177
Rasa4,6191,5,136083915,136111860,157,221,191,148,842,370,773,514,344,852,677
Rasal1,3539,5,120648811,120679597,54,421,77,31,375,130,242,114,65,90,66
Rasal2,13740,1,157135181,157412595,1190,1042,1063,1060,1106,932,1274,625,920,1180,890
Rasal3,4897,17,32390658,32403583,66,61,63,49,409,120,510,144,194,546,542
Rasd1,1611,11,59963180,59964944,144,104,109,151,749,743,1031,869,154,125,117
Rasd2,3176,8,75213943,75224113,293,210,278,295,181,136,228,144,103,243,295
Rasef,5461,4,73714578,73790709,98,241,109,92,106,76,215,62,114,134,119
Rasgef1a,3236,6,118066384,118091546,19,21,13,13,39,24,42,16,21,38,36
Rasgef1b,3261,5,99217425,99252927,226,536,253,187,554,297,420,214,327,668,544
Rasgef1c,3563,11,49901834,49980994,1,1,2,3,6,9,16,9,3,5,2
Rasgrf2,8810,13,91880399,92131656,225,331,200,196,223,183,329,120,173,277,227
Rasgrp1,5600,2,117279992,117343001,319,373,288,304,634,355,524,265,573,1113,1201
Rasgrp2,12384,19,6399339,6415216,227,263,308,264,416,343,451,159,298,442,279
Rasgrp3,4921,17,75435904,75529043,747,698,792,692,978,625,833,633,629,936,711
Rasgrp4,6359,7,29134853,29153961,20,22,24,17,122,47,117,55,52,77,77
Rasip1,3202,7,45627487,45639093,351,373,394,377,721,627,695,604,451,539,413
Rasl10b,4010,11,83409136,83421039,155,122,153,131,152,205,123,143,99,137,69
Rasl11a,1126,5,146845070,146847726,340,328,394,352,974,827,981,368,452,566,507
Rasl11b,1941,5,74195287,74199481,847,1888,743,825,1400,938,1583,640,1185,1383,1340
Rasl12,3877,9,65398487,65414853,155,183,209,133,446,506,460,427,206,234,152
Rasl2-9,1013,7,5124937,5125950,86,79,93,82,61,77,29,50,65,84,103
Rassf1,5425,9,107551554,107562263,372,388,382,388,621,677,839,444,403,578,494
Rassf10,3496,7,112953961,112957457,154,170,141,123,293,198,330,189,197,240,192
Rassf2,11993,2,131989414,132030258,355,310,454,332,1478,948,1655,560,639,1530,1216
Rassf3,3425,10,121410349,121476250,3196,3053,3687,2822,2893,3125,2976,2160,3199,4684,4436
Rassf4,6344,6,116633007,116673836,270,251,332,322,1659,602,1662,605,779,2470,1902
Rassf5,3839,1,131176409,131245258,56,83,45,76,113,51,150,49,52,151,117
Rassf6,1958,5,90603075,90640487,999,1271,843,911,1217,934,1493,763,944,1286,1040
Rassf7,1803,7,141215859,141218658,1111,1152,1199,1119,1161,1103,1464,1095,1098,1518,1346
Rassf8,5559,6,145746747,145821079,2415,2275,2320,2217,2250,2576,2682,1281,1883,2889,2468
Rassf9,2118,10,102512221,102546560,159,137,139,143,266,196,327,125,126,229,155
Raver1,3440,9,21074167,21091988,2177,1927,2147,2150,2843,2287,3130,2374,2006,2639,2482
Raver2,6342,4,101068982,101152370,232,166,188,162,179,191,159,64,159,262,248
Rb1,6015,14,73183672,73325822,1096,1053,1090,952,848,841,1072,410,864,1103,933
Rb1cc1,14690,1,6206196,6276648,2542,2481,2650,2827,2400,2105,2596,1548,2395,3163,2768
Rbak,3623,5,143172185,143180775,279,278,285,234,379,375,481,336,217,383,301
Rbbp4,8744,4,129307099,129335370,4805,4711,4679,4257,5028,4540,5140,2779,4192,5278,4963
Rbbp5,3899,1,132477364,132505659,1292,1263,1251,1240,1043,891,1230,793,962,1500,1363
Rbbp6,8752,7,122965685,123002557,2214,2371,2435,2378,2409,2536,2909,2210,1925,3087,2385
Rbbp7,2909,X,162760401,162779092,4133,3811,4055,3980,6091,5264,6536,4161,3888,5083,4909
Rbbp8,3867,18,11633275,11743207,953,1003,942,984,1484,1066,1537,899,1047,1226,1136
Rbbp8nl,2319,2,180277645,180289879,13,21,12,10,26,18,21,25,17,11,10
Rbbp9,2362,2,144542264,144550869,3232,3125,2981,3016,2145,2290,2518,1849,2547,3624,3320
Rbck1,4601,2,152316333,152332653,2090,1966,2266,2328,3044,2354,3184,2514,2236,3399,3173
Rbfa,1377,18,80192264,80200658,1048,1126,1202,1122,1296,1212,1354,1267,1044,1326,1228
Rbfox1,4151,16,6809221,7412479,138,132,126,114,128,153,96,115,105,140,117
Rbfox2,7358,15,77078989,77307053,974,1065,1104,965,1893,1537,2317,1205,1106,1637,1373
Rbfox3,5818,11,118489761,118911597,13,5,11,11,18,24,19,18,14,22,29
Rbks,1489,5,31624438,31697627,166,122,159,148,110,186,153,167,143,171,162
Rbl1,5993,2,157145892,157204534,425,447,450,340,615,381,625,321,542,886,945
Rbl2,6963,8,91070056,91123844,2223,2219,2291,2157,1597,1502,1705,672,1729,2496,2181
Rbm10,3714,X,20617502,20650901,936,764,715,895,780,577,756,580,660,934,831
Rbm11,2754,16,75592843,75602829,76,82,75,71,160,174,164,84,100,133,148
Rbm12b1,3122,4,12140263,12146731,103,105,129,116,91,67,101,114,85,177,137
Rbm12b2,3468,4,12089438,12096243,254,230,238,241,217,183,243,229,234,398,316
Rbm14,3910,19,4800568,4811634,42,32,39,41,33,20,51,27,36,48,44
Rbm15,3270,3,107326109,107333289,545,605,536,575,402,341,464,352,414,786,487
Rbm17,2363,2,11585438,11604153,1129,1194,1203,1125,1747,1424,1696,1111,1144,1490,1340
Rbm18,5740,2,36116078,36136773,1213,1198,1174,1092,1299,1149,1332,892,1003,1444,1408
Rbm19,2963,5,120116509,120197979,419,385,398,433,499,393,536,322,311,416,391
Rbm20,6790,19,53677305,53867080,358,341,330,321,462,356,480,303,280,492,392
Rbm22,5338,18,60560735,60572810,968,985,1017,985,1471,1306,1626,1136,880,1481,1256
Rbm24,3215,13,46418299,46431090,29,28,24,18,23,31,28,36,34,15,15
Rbm25,8575,12,83631235,83683123,2649,2430,2752,2753,3324,3164,4088,2906,2410,3611,2870
Rbm26,7649,14,105106750,105177327,1303,1118,1309,1408,1177,1342,1769,1097,1117,1566,1233
Rbm27,6431,18,42275352,42341542,1299,1210,1242,1234,1290,1037,1405,935,1114,1718,1409
Rbm28,5666,6,29123572,29165006,1539,1388,1624,1478,2228,1540,1831,1238,1500,1815,1468
Rbm3,4698,X,8138974,8145880,382,340,407,399,917,1639,1885,1195,408,799,724
Rbm33,10592,5,28317120,28419244,1754,1761,1662,1794,1852,1911,2465,1281,1247,2107,1568
Rbm34,3429,8,126947174,126971079,847,884,895,924,1194,1218,1320,830,927,1015,1058
Rbm38,2869,2,173020497,173034734,57,61,77,50,99,50,99,46,63,95,70
Rbm39,6946,2,156147238,156180238,7021,6290,7518,6839,6908,6752,7767,5927,6019,9708,7837
Rbm3os,971,X,8145428,8147964,8,6,4,3,7,10,7,9,9,12,12
Rbm4,4940,19,4784292,4793901,31,18,22,34,22,22,21,23,21,28,20
Rbm41,6638,X,139889510,139998595,253,215,219,206,200,179,270,104,171,293,256
Rbm42,2193,7,30640993,30650317,24,29,33,42,31,12,34,24,24,30,28
Rbm43,2633,2,51924447,51935163,344,335,401,330,819,438,707,445,519,802,885
Rbm45,1898,2,76369983,76383768,876,782,853,910,1210,790,979,740,802,951,851
Rbm46,2499,3,82837227,82876483,11,8,15,8,5,4,5,4,8,15,17
Rbm47,6859,5,66016548,66173117,6873,6365,6214,6395,4654,6304,5322,6053,5391,7094,6497
Rbm48,3071,5,3583977,3596585,225,210,218,209,236,260,238,179,210,285,228
Rbm4b,7074,19,4756542,4767065,41,41,43,37,28,22,26,30,20,32,36
Rbm5,9699,9,107740370,107770996,2472,2392,2339,2444,2392,2282,3239,2492,2044,3493,2881
Rbm6,9011,9,107773558,107873237,1290,1282,1235,1443,1937,1375,1907,1203,1338,1738,1548
Rbm7,1798,9,48488708,48495330,1679,1707,1788,1627,2077,2017,2360,1504,1671,2489,2196
Rbm8a,2604,3,96629927,96633779,1096,1042,1048,1038,1621,1325,1557,1142,1145,1343,1343
Rbms1,5473,2,60750192,60963192,1889,2059,2177,1977,3741,3299,4541,2170,2492,3641,3333
Rbms2,5609,10,128129469,128180297,2247,2179,2390,2191,3284,2520,3302,2044,2066,2965,2825
Rbms3,10413,9,116572745,117629913,438,676,588,545,1239,838,1570,395,898,1152,749
Rbmx,4330,X,57383529,57393036,1367,1258,1504,1474,1291,1454,1872,1424,1118,1615,1432
Rbmx2,1872,X,48695003,48710723,98,101,110,107,185,184,208,116,126,155,132
Rbmxl1,1723,8,78505270,78508928,167,203,190,197,265,186,268,204,174,275,232
Rbp1,2652,9,98422960,98446575,194,194,259,224,1246,698,970,662,392,517,435
Rbp4,1297,19,38116619,38125321,72,44,30,108,88,123,96,42,117,62,43
Rbpj,5817,5,53555778,53657445,564,599,656,589,1112,712,1043,631,746,1008,1049
Rbpms,4022,8,33782642,33929863,2292,2246,2168,2082,5094,4582,5309,4061,2413,2822,2612
Rbpms2,2041,9,65629647,65660528,3798,3538,3769,4202,2278,2923,1821,2351,2803,3711,3380
Rbx1,1655,15,81466315,81476369,2061,1937,2081,1923,2395,2104,2175,2066,1854,2373,2348
Rc3h1,11308,1,160906417,160974978,2331,2049,2093,2203,2755,2256,2935,1601,1945,3011,2373
Rc3h2,11688,2,37370068,37422903,1508,1575,1558,1543,1796,1797,2224,1499,1436,2285,1937
Rcan1,2506,16,92391952,92466146,5416,4266,6815,3916,4999,3477,5473,3293,3232,5687,4459
Rcan2,3744,17,43801850,44039516,896,818,1017,915,1557,1413,2113,1196,877,1256,1076
Rcan3,5111,4,135412307,135433853,1440,1333,1420,1374,1761,1501,2146,1098,1104,1808,1613
Rcbtb1,6010,14,59201208,59237265,1989,1737,1992,1828,1934,1857,2167,1623,1640,2319,2284
Rcbtb2,9489,14,73123036,73207843,1002,896,1139,1005,1065,983,1260,634,875,1480,1354
Rcc1,3848,4,132331918,132353605,939,778,804,942,896,746,972,737,711,994,826
Rcc2,4155,4,140700540,140723220,1232,1363,1257,1236,3342,1870,3255,1860,1483,2068,1860
Rccd1,3630,7,80316595,80324454,89,104,124,94,158,132,198,128,94,148,108
Rce1,1446,19,4622550,4625617,819,716,746,734,1110,915,1198,971,707,985,910
Rchy1,2894,5,91948903,91963068,1697,1684,1935,1823,2038,2115,2034,1736,1729,2194,2204
Rcl1,1803,19,29101374,29143843,717,676,749,773,701,651,707,506,561,768,803
Rcn1,3196,2,105386290,105399319,508,518,572,525,2678,1233,2522,1210,984,1315,1296
Rcn2,4745,9,56041844,56061882,1747,1859,1911,1541,2027,1652,2211,1324,1730,2195,1846
Rcn3,1604,7,45082912,45092221,487,715,688,596,2363,952,1958,582,1044,1470,1140
Rcor1,5684,12,111039350,111115901,2686,2432,2325,2590,1848,1604,2262,1308,1905,3006,2484
Rcor2,3135,19,7267324,7275225,30,57,38,23,68,63,91,63,28,53,61
Rcor3,3681,1,192098655,192138010,542,500,596,549,600,647,849,390,426,593,562
Rcsd1,2670,1,165648944,165708094,475,587,555,408,1453,979,1331,614,623,1126,895
Rd3,4267,1,191977372,191988282,9,12,19,10,5,7,14,5,3,23,20
Rdh10,4160,1,16105773,16133734,2754,2451,2951,2388,3244,2349,3365,2382,2824,3080,2843
Rdh11,3455,12,79174336,79192293,1354,1248,1416,1154,1761,1408,1854,1093,1088,1597,1488
Rdh12,2967,12,79208913,79222665,35,53,50,31,99,58,117,62,54,83,49
Rdh13,6595,7,4424769,4445649,1181,1052,1097,1260,875,949,1182,900,852,1373,1183
Rdh14,1472,12,10390779,10395562,1419,1292,1488,1395,1212,1159,1080,1172,1318,1477,1491
Rdh16,6217,10,127801151,127846565,11002,8727,8704,7967,2442,7626,3901,4792,6685,8927,7967
Rdh19,1889,10,127849927,127861176,127,107,100,92,18,48,30,11,56,81,66
Rdh5,2809,10,128913592,128922888,122,130,132,143,71,77,62,82,135,152,140
Rdh7,1678,10,127884027,127888817,7,9,13,12,4,21,8,10,8,10,13
Rdm1,1575,11,101627194,101636100,857,865,941,753,768,668,608,592,779,1079,970
Rdx,4841,9,52047149,52088737,9778,9885,9469,8759,7991,7045,7956,4903,7459,9382,9027
Rec8,2748,14,55618036,55625395,302,309,449,367,696,351,475,671,342,602,600
Reck,4779,4,43875529,43944806,358,477,523,395,389,389,547,199,374,601,393
Recql,7510,6,142350341,142387087,336,329,331,307,474,324,540,249,329,449,397
Recql4,3922,15,76703552,76710559,19,6,19,23,37,32,62,40,17,40,21
Recql5,6986,11,115892594,115933477,672,646,703,748,954,801,1001,893,642,877,789
Reep1,3924,6,71707560,71810710,32,42,28,44,91,98,148,49,46,56,38
Reep2,1926,18,34840588,34847463,18,36,29,25,67,60,71,55,34,47,17
Reep3,5473,10,67009188,67096988,4230,3862,4071,3798,4573,4146,5121,2992,3495,4697,4336
Reep4,1668,14,70545250,70548933,355,398,329,342,707,399,734,563,349,504,442
Reep5,2894,18,34344888,34373415,4156,5205,4606,4288,5794,4203,6119,3561,4506,5881,5611
Reep6,2506,10,80329952,80336441,1398,1109,1791,1690,925,3179,2397,3407,1336,1392,1546
Reg3g,2114,6,78466268,78468872,11,6,21,0,42,48,33,43,14,13,3
Rel,2799,11,23741513,23770970,49,70,67,41,96,51,164,46,72,141,112
Rela,2716,19,5637482,5648130,1480,1557,1547,1467,3786,2601,3878,2488,1651,2357,2307
Relb,3885,7,19606216,19629438,214,297,316,195,1663,862,1388,872,511,951,902
Rell1,3863,5,63908895,63968905,632,579,665,704,1392,1312,2234,755,626,911,855
Rell2,3340,18,37955078,37959179,15,22,9,20,18,14,22,15,12,18,11
Reln,19834,5,21884453,22344702,108,161,120,145,164,149,179,47,117,177,171
Relt,3279,7,100845847,100863446,19,19,24,13,180,112,160,106,50,134,135
Rem1,2156,2,152626950,152635198,151,179,191,119,263,158,332,78,186,325,211
Rem2,2251,14,54476099,54480431,4,12,8,10,42,24,62,31,10,10,7
Ren1,1657,1,133350509,133360325,2917,2309,1908,1655,518,932,755,317,1216,1717,2228
Renbp,2494,X,73922120,73930850,3502,3121,3417,3563,4715,3751,2973,3803,3027,3839,3821
Rep15,982,6,147032536,147033518,19,45,8,18,31,21,20,18,14,24,18
Repin1,3975,6,48593882,48599082,1947,1631,1888,1838,1401,1413,1672,1442,1322,2146,1914
Reps1,5301,10,18055860,18125155,1007,1235,1021,1040,1417,1286,1621,1039,1021,1449,1259
Reps2,8296,X,162411953,162643649,3855,3284,3840,3548,2194,2315,2081,1556,3319,3880,3610
Rer1,1814,4,155074109,155086382,6516,5965,6803,6294,5925,5920,5771,5094,6001,7531,7412
Rere,8525,4,150281645,150621966,7236,6490,6058,7562,7475,7102,8129,5814,5762,7680,6414
Rerg,2563,6,137054824,137170497,112,169,142,128,546,367,666,77,177,190,162
Rergl,682,6,139493181,139501909,32,20,27,23,127,183,166,102,28,41,40
Rest,7222,5,77265490,77286432,1532,1388,1659,1458,1723,1690,2121,1345,1462,2079,1774
Ret,7341,6,118151747,118197744,19,71,21,18,37,49,59,41,50,34,27
Retn,1579,8,3655769,3660110,42,26,60,171,279,22,0,224,168,4,3
Retnla,598,16,48842551,48844461,19,23,25,47,8,1,5,4,67,5,13
Retnlg,608,16,48872607,48874498,1,5,1,2,53,32,70,8,35,11,6
Retsat,3537,6,72598474,72608425,12714,9691,13228,11894,5100,14397,7463,9453,10574,13780,14882
Rev1,4261,1,38052786,38129662,432,451,470,471,484,531,705,425,374,714,475
Rev3l,13293,10,39732117,39875211,1425,1219,1389,1324,1997,1759,2789,1144,1201,1872,1493
Rexo1,7155,10,80540921,80561560,1205,1219,1260,1336,1729,1484,1950,1287,1203,1713,1414
Rexo2,1075,9,48468513,48480611,2089,1925,2224,2088,2959,2286,2397,2294,2005,2475,2415
Rexo4,3662,2,26953562,26964386,1139,1031,1086,1202,1363,1122,1442,1100,1016,1548,1410
Rfc1,6000,5,65261851,65335670,1561,1510,1525,1526,1921,1384,2066,963,1370,1913,1677
Rfc2,1518,5,134582689,134598328,1202,1098,1325,1187,1599,1197,1328,1147,1201,1579,1569
Rfc3,3611,5,151642755,151651242,180,192,213,189,463,354,538,284,249,292,294
Rfc4,1534,16,23113942,23127737,165,164,187,176,275,209,279,175,185,224,261
Rfc5,4669,5,117378102,117389047,322,308,349,303,554,499,601,434,367,473,507
Rfesd,2906,13,76001534,76018712,351,378,418,337,437,349,356,266,371,496,485
Rffl,5922,11,82802448,82871210,1223,1390,1515,1364,1106,1143,1495,889,1301,1781,1478
Rfk,2603,19,17394042,17401349,6261,5989,6842,6343,5172,5310,5212,4275,5860,7373,6614
Rfng,2489,11,120780745,120784207,1819,1617,1772,1880,1313,1237,1191,1432,1500,1864,1784
Rft1,4355,14,30654359,30691317,850,785,920,795,904,1049,1027,741,715,1025,1135
Rftn1,4504,17,49992256,50190674,224,242,256,210,1125,618,1166,372,468,609,564
Rftn2,5871,1,55170158,55226782,83,177,112,87,259,144,228,74,110,186,143
Rfwd2,5056,1,159232325,159347580,676,726,697,739,930,731,834,709,762,928,761
Rfwd3,4443,8,111270943,111300222,630,603,692,720,747,565,737,476,571,956,803
Rfx1,4172,8,84066835,84096992,632,629,648,700,982,622,914,711,649,895,759
Rfx2,3353,17,56775896,56831008,199,220,205,184,245,295,336,172,160,296,233
Rfx3,11034,19,27761720,28011166,447,400,406,389,385,371,375,253,331,534,396
Rfx4,4724,10,84756061,84906538,17,22,16,27,2,9,1,1,3,38,5
Rfx5,5497,3,94954074,94961561,259,253,273,235,344,251,427,151,239,454,369
Rfx7,13351,9,72532239,72622937,1096,1069,1073,999,1015,1015,1447,911,1030,1456,1183
Rfxank,3676,8,70130811,70139197,383,362,435,405,352,320,341,332,330,542,455
Rfxap,2242,3,54803114,54807791,461,459,560,544,467,512,524,478,451,589,491
Rgcc,918,14,79288755,79301645,254,389,402,354,975,1585,991,472,433,537,458
Rgl1,5586,1,152516759,152766351,8349,7686,8104,7564,5300,5570,4408,4022,6052,7723,7481
Rgl2,4625,17,33929542,33937687,907,883,902,1050,1589,1060,1494,1365,984,1514,1092
Rgl3,2550,9,21971526,21989453,1448,2057,1462,1652,2859,2291,3357,2675,1617,2264,1947
Rgma,3782,7,73375519,73419899,248,221,249,219,450,290,559,225,308,395,337
Rgmb,2633,17,15806252,15826586,17,29,25,15,24,23,22,14,17,27,17
Rgn,1607,X,20549786,20562089,286,221,284,212,195,250,271,171,193,332,395
